timestamp,frame_number,car_id,plate_text,confidence
2026-03-02 22:31:21,31,2,KAA560,0.743
2026-03-02 22:31:23,32,2,IN991,0.789
2026-03-02 22:31:23,32,2,KAA560,0.74
2026-03-02 22:31:24,33,2,IN991,0.785
2026-03-02 22:31:24,33,2,KAA560,0.745
2026-03-02 22:31:25,34,2,N991,0.748
2026-03-02 22:31:25,34,2,KAA560,0.725
2026-03-02 22:31:27,35,2,N991,0.763
2026-03-02 22:31:27,35,2,KAA560,0.728
2026-03-02 22:31:28,36,2,1991,0.734
2026-03-02 22:31:28,36,2,KAA560,0.733
2026-03-02 22:31:29,37,2,KAA560,0.745
2026-03-02 22:31:30,38,2,KAA560,0.742
2026-03-02 22:31:30,38,2,F828,0.634
2026-03-02 22:31:31,39,2,KAA560,0.747
2026-03-02 22:31:31,39,2,6F828,0.729
2026-03-02 22:31:33,40,2,KAA560,0.763
2026-03-02 22:31:33,40,2,91,0.71
2026-03-02 22:31:33,40,2,FGF828,0.556
2026-03-02 22:31:34,41,2,KAA560,0.752
2026-03-02 22:31:34,41,2,1,0.676
2026-03-02 22:31:34,41,2,FGF828,0.639
2026-03-02 22:31:36,42,2,KAA560,0.731
2026-03-02 22:31:36,42,2,,0.656
2026-03-02 22:31:36,42,2,FGF828,0.615
2026-03-02 22:31:37,43,2,KAA560,0.744
2026-03-02 22:31:37,43,2,FGF828,0.715
2026-03-02 22:31:37,43,2,,0.593
2026-03-02 22:31:38,44,2,KAA560,0.748
2026-03-02 22:31:38,44,2,FGF828,0.708
2026-03-02 22:31:38,44,2,,0.548
2026-03-02 22:31:39,45,2,KAA560,0.752
2026-03-02 22:31:39,45,2,FGF828,0.642
2026-03-02 22:31:40,46,2,KAA560,0.741
2026-03-02 22:31:40,46,2,FGF828,0.699
2026-03-02 22:31:41,47,2,KAA560,0.719
2026-03-02 22:31:41,47,2,FGF828,0.663
2026-03-02 22:31:42,48,2,KAA560,0.737
2026-03-02 22:31:42,48,2,FGF828,0.73
2026-03-02 22:31:44,49,2,KAA560,0.757
2026-03-02 22:31:44,49,2,FGF828,0.73
2026-03-02 22:31:45,50,2,KAA560,0.758
2026-03-02 22:31:45,50,2,FGF828,0.693
2026-03-02 22:31:46,51,2,KAA560,0.759
2026-03-02 22:31:46,51,2,FGF828,0.714
2026-03-02 22:31:47,52,2,KAA560,0.766
2026-03-02 22:31:47,52,2,FGF828,0.696
2026-03-02 22:31:48,53,2,KAA560,0.76
2026-03-02 22:31:48,53,2,FGF828,0.688
2026-03-02 22:31:50,54,2,KAA560,0.762
2026-03-02 22:31:50,54,2,FGF828,0.624
2026-03-02 22:31:51,55,2,KAA560,0.754
2026-03-02 22:31:52,56,2,KAA560,0.761
2026-03-02 22:31:52,56,2,FGF828,0.681
2026-03-02 22:31:53,57,2,KAA560,0.766
2026-03-02 22:31:53,57,2,FGF828,0.739
2026-03-02 22:31:54,58,2,KAA560,0.768
2026-03-02 22:31:54,58,2,FGF828,0.742
2026-03-02 22:31:55,59,2,KAA560,0.765
2026-03-02 22:31:55,59,2,FGF828,0.716
2026-03-02 22:31:56,60,2,KAA560,0.769
2026-03-02 22:31:56,60,2,FGF828,0.715
2026-03-02 22:31:57,61,2,KAA560,0.77
2026-03-02 22:31:57,61,2,FGF828,0.685
2026-03-02 22:31:58,62,2,KAA560,0.762
2026-03-02 22:31:58,62,2,FGF828,0.638
2026-03-02 22:31:59,63,2,KAA560,0.76
2026-03-02 22:31:59,63,2,FGF828,0.596
2026-03-02 22:32:00,64,2,KAA560,0.754
2026-03-02 22:32:00,64,2,FGF828,0.647
2026-03-02 22:32:02,65,2,KAA560,0.769
2026-03-02 22:32:02,65,2,FGF828,0.643
2026-03-02 22:32:03,66,2,KAA560,0.764
2026-03-02 22:32:03,66,2,FGF828,0.619
2026-03-02 22:32:04,67,2,KAA560,0.77
2026-03-02 22:32:04,67,2,FGF828,0.624
2026-03-02 22:32:05,68,2,KAA560,0.765
2026-03-02 22:32:05,68,2,FGF828,0.618
2026-03-02 22:32:06,69,2,KAA560,0.763
2026-03-02 22:32:06,69,2,FGF828,0.669
2026-03-02 22:32:07,70,2,KAA560,0.757
2026-03-02 22:32:07,70,2,FGF828,0.669
2026-03-02 22:32:08,71,2,KAA560,0.764
2026-03-02 22:32:08,71,2,FGF828,0.659
2026-03-02 22:32:09,72,2,KAA560,0.766
2026-03-02 22:32:09,72,2,FGF828,0.657
2026-03-02 22:32:10,73,2,KAA560,0.761
2026-03-02 22:32:10,73,2,FGF828,0.66
2026-03-02 22:32:11,74,2,KAA560,0.765
2026-03-02 22:32:11,74,2,FGF828,0.612
2026-03-02 22:32:13,75,2,KAA560,0.763
2026-03-02 22:32:13,75,2,FGF828,0.693
2026-03-02 22:32:14,76,2,KAA560,0.754
2026-03-02 22:32:14,76,2,FGF828,0.727
2026-03-02 22:32:15,77,2,KAA560,0.745
2026-03-02 22:32:15,77,2,FGF828,0.738
2026-03-02 22:32:16,78,2,KAA560,0.772
2026-03-02 22:32:16,78,2,FGF828,0.73
2026-03-02 22:32:17,79,2,KAA560,0.769
2026-03-02 22:32:17,79,2,FGF828,0.723
2026-03-02 22:32:18,80,2,KAA560,0.755
2026-03-02 22:32:18,80,2,FGF828,0.706
2026-03-02 22:32:19,81,2,KAA560,0.745
2026-03-02 22:32:19,81,2,FGF828,0.708
2026-03-02 22:32:20,82,2,KAA560,0.759
2026-03-02 22:32:20,82,2,FGF828,0.718
2026-03-02 22:32:22,83,2,KAA560,0.773
2026-03-02 22:32:22,83,2,FGF828,0.701
2026-03-02 22:32:23,84,2,KAA560,0.759
2026-03-02 22:32:23,84,2,FGF828,0.705
2026-03-02 22:32:24,85,2,KAA560,0.762
2026-03-02 22:32:24,85,2,FGF828,0.716
2026-03-02 22:32:24,86,2,KAA560,0.754
2026-03-02 22:32:24,86,2,FGF828,0.74
2026-03-02 22:32:25,87,2,KAA560,0.755
2026-03-02 22:32:25,87,2,FGF828,0.745
2026-03-02 22:32:27,88,2,KAA560,0.764
2026-03-02 22:32:27,88,2,FGF828,0.717
2026-03-02 22:32:28,89,2,KAA560,0.762
2026-03-02 22:32:28,89,2,FGF828,0.714
2026-03-02 22:32:29,90,2,KAA560,0.757
2026-03-02 22:32:29,90,2,FGF828,0.714
2026-03-02 22:32:30,91,2,KAA560,0.772
2026-03-02 22:32:30,91,2,FGF828,0.728
2026-03-02 22:32:31,92,2,KAA560,0.763
2026-03-02 22:32:31,92,2,FGF828,0.704
2026-03-02 22:32:33,93,2,KAA560,0.739
2026-03-02 22:32:33,93,2,FGF828,0.719
2026-03-02 22:32:34,94,2,KAA560,0.763
2026-03-02 22:32:34,94,2,FGF828,0.734
2026-03-02 22:32:35,95,2,KAA560,0.762
2026-03-02 22:32:35,95,2,FGF828,0.739
2026-03-02 22:32:36,96,2,KAA560,0.775
2026-03-02 22:32:36,96,2,FGF828,0.745
2026-03-02 22:32:37,97,2,KAA560,0.778
2026-03-02 22:32:37,97,2,FGF828,0.742
2026-03-02 22:32:37,97,2,ZR5627,0.656
2026-03-02 22:32:39,98,2,KAA560,0.763
2026-03-02 22:32:39,98,2,FGF828,0.718
2026-03-02 22:32:39,98,2,ZR5627,0.712
2026-03-02 22:32:40,99,2,KAA560,0.754
2026-03-02 22:32:40,99,2,FGF828,0.719
2026-03-02 22:32:40,99,2,ZR5627,0.707
2026-03-02 22:32:41,100,2,KAA560,0.761
2026-03-02 22:32:41,100,2,ZR5627,0.7
2026-03-02 22:32:41,100,2,FGF828,0.69
2026-03-02 22:32:42,101,2,KAA560,0.755
2026-03-02 22:32:42,101,2,FGF828,0.714
2026-03-02 22:32:42,101,2,ZR5627,0.685
2026-03-02 22:32:44,102,2,KAA560,0.745
2026-03-02 22:32:44,102,2,FGF828,0.701
2026-03-02 22:32:44,102,2,ZR5627,0.679
2026-03-02 22:32:45,103,2,KAA560,0.765
2026-03-02 22:32:45,103,2,ZR5627,0.696
2026-03-02 22:32:45,103,2,FGF828,0.687
2026-03-02 22:32:46,104,2,KAA560,0.758
2026-03-02 22:32:46,104,2,FGF828,0.751
2026-03-02 22:32:46,104,2,ZR5627,0.668
2026-03-02 22:32:47,105,2,KAA560,0.769
2026-03-02 22:32:47,105,2,FGF828,0.719
2026-03-02 22:32:47,105,2,ZR5627,0.715
2026-03-02 22:32:49,106,2,KAA560,0.781
2026-03-02 22:32:49,106,2,FGF828,0.731
2026-03-02 22:32:49,106,2,ZR5627,0.724
2026-03-02 22:32:50,107,2,KAA560,0.781
2026-03-02 22:32:50,107,2,ZR5627,0.709
2026-03-02 22:32:50,107,2,FGF828,0.676
2026-03-02 22:32:51,108,2,KAA560,0.768
2026-03-02 22:32:51,108,2,ZR5627,0.699
2026-03-02 22:32:51,108,2,FGF828,0.653
2026-03-02 22:32:53,109,2,KAA560,0.775
2026-03-02 22:32:53,109,2,ZR5627,0.706
2026-03-02 22:32:53,109,2,FGF828,0.589
2026-03-02 22:32:54,110,2,KAA560,0.764
2026-03-02 22:32:54,110,2,FGF82,0.7
2026-03-02 22:32:54,110,2,ZR5627,0.655
2026-03-02 22:32:55,111,2,KAA560,0.749
2026-03-02 22:32:55,111,2,ZR5627,0.702
2026-03-02 22:32:55,111,2,FGF82,0.7
2026-03-02 22:32:56,112,2,KAA560,0.771
2026-03-02 22:32:56,112,2,ZR5627,0.699
2026-03-02 22:32:56,112,2,FGF6,0.595
2026-03-02 22:32:58,113,2,KAA560,0.754
2026-03-02 22:32:58,113,2,ZR5627,0.715
2026-03-02 22:32:58,113,2,FGI,0.595
2026-03-02 22:32:59,114,2,KAA560,0.748
2026-03-02 22:32:59,114,2,ZR5627,0.706
2026-03-02 22:33:00,115,2,KAA560,0.768
2026-03-02 22:33:00,115,2,ZR5627,0.69
2026-03-02 22:33:01,116,2,KAA560,0.762
2026-03-02 22:33:01,116,2,ZR5627,0.686
2026-03-02 22:33:03,117,2,KAA560,0.767
2026-03-02 22:33:03,117,2,ZR5627,0.703
2026-03-02 22:33:04,118,2,KAA560,0.765
2026-03-02 22:33:04,118,2,ZR5627,0.664
2026-03-02 22:33:05,119,2,KAA560,0.772
2026-03-02 22:33:05,119,2,ZR5627,0.688
2026-03-02 22:33:06,120,2,KAA560,0.765
2026-03-02 22:33:06,120,2,ZR5627,0.703
2026-03-02 22:33:07,121,2,KAA560,0.766
2026-03-02 22:33:07,121,2,ZR5627,0.702
2026-03-02 22:33:08,122,2,KAA560,0.761
2026-03-02 22:33:08,122,2,ZR5627,0.68
2026-03-02 22:33:09,123,2,KAA560,0.762
2026-03-02 22:33:09,123,2,ZR5627,0.68
2026-03-02 22:33:11,124,2,KAA560,0.763
2026-03-02 22:33:11,124,2,ZR5627,0.718
2026-03-02 22:33:12,125,2,KAA560,0.749
2026-03-02 22:33:12,125,2,ZR5627,0.7
2026-03-02 22:33:13,126,2,KAA560,0.752
2026-03-02 22:33:13,126,2,ZR5627,0.703
2026-03-02 22:33:14,127,2,KAA560,0.748
2026-03-02 22:33:14,127,2,ZR5627,0.721
2026-03-02 22:33:15,128,2,KAA560,0.737
2026-03-02 22:33:15,128,2,ZR5627,0.736
2026-03-02 22:33:16,129,2,KAA560,0.738
2026-03-02 22:33:16,129,2,ZR5627,0.715
2026-03-02 22:33:17,130,2,KAA560,0.737
2026-03-02 22:33:17,130,2,ZR5627,0.693
2026-03-02 22:33:18,131,2,KAA560,0.767
2026-03-02 22:33:18,131,2,ZR5627,0.685
2026-03-02 22:33:20,132,2,KAA560,0.76
2026-03-02 22:33:20,132,2,ZR5627,0.664
2026-03-02 22:33:21,133,2,KAA560,0.746
2026-03-02 22:33:21,133,2,ZR5627,0.681
2026-03-02 22:33:22,134,2,KAA560,0.749
2026-03-02 22:33:22,134,2,ZR5627,0.699
2026-03-02 22:33:23,135,2,KAA560,0.755
2026-03-02 22:33:23,135,2,ZR5627,0.671
2026-03-02 22:33:24,136,2,KAA560,0.734
2026-03-02 22:33:24,136,2,ZR5627,0.69
2026-03-02 22:33:25,137,2,KAA560,0.742
2026-03-02 22:33:25,137,2,ZR5627,0.612
2026-03-02 22:33:25,138,2,KAA560,0.741
2026-03-02 22:33:25,138,2,ZR5627,0.653
2026-03-02 22:33:27,139,2,KAA560,0.755
2026-03-02 22:33:27,139,2,ZR5627,0.7
2026-03-02 22:33:28,140,2,KAA560,0.755
2026-03-02 22:33:28,140,2,ZR5627,0.656
2026-03-02 22:33:29,141,2,KAA560,0.738
2026-03-02 22:33:29,141,2,ZR5627,0.676
2026-03-02 22:33:30,142,2,KAA560,0.76
2026-03-02 22:33:30,142,2,ZR5627,0.658
2026-03-02 22:33:31,143,2,KAA560,0.75
2026-03-02 22:33:31,143,2,ZR5627,0.735
2026-03-02 22:33:33,144,2,KAA560,0.767
2026-03-02 22:33:33,144,2,ZR5627,0.731
2026-03-02 22:33:34,145,2,KAA560,0.758
2026-03-02 22:33:34,145,2,ZR5627,0.721
2026-03-02 22:33:35,146,2,KAA560,0.741
2026-03-02 22:33:35,146,2,ZR5627,0.702
2026-03-02 22:33:36,147,2,KAA560,0.743
2026-03-02 22:33:36,147,2,ZR5627,0.696
2026-03-02 22:33:37,148,2,KAA560,0.759
2026-03-02 22:33:37,148,2,ZR5627,0.644
2026-03-02 22:33:38,149,2,KAA560,0.76
2026-03-02 22:33:38,149,2,ZR5627,0.636
2026-03-02 22:33:39,150,2,KAA560,0.759
2026-03-02 22:33:39,150,2,ZR5627,0.646
2026-03-02 22:33:41,151,2,KAA560,0.77
2026-03-02 22:33:41,151,2,ZR5627,0.712
2026-03-02 22:33:42,152,2,KAA560,0.749
2026-03-02 22:33:42,152,2,ZR5627,0.71
2026-03-02 22:33:43,153,2,KAA560,0.767
2026-03-02 22:33:43,153,2,ZR5627,0.679
2026-03-02 22:33:44,154,2,KAA560,0.753
2026-03-02 22:33:44,154,2,ZR5627,0.663
2026-03-02 22:33:45,155,2,KAA560,0.759
2026-03-02 22:33:45,155,2,ZR5627,0.66
2026-03-02 22:33:46,156,2,KAA560,0.761
2026-03-02 22:33:46,156,2,ZR5627,0.679
2026-03-02 22:33:47,157,2,KAA560,0.755
2026-03-02 22:33:47,157,2,ZR5627,0.701
2026-03-02 22:33:48,158,2,KAA560,0.755
2026-03-02 22:33:48,158,2,ZR5627,0.64
2026-03-02 22:33:50,159,2,KAA560,0.761
2026-03-02 22:33:50,159,2,ZR5627,0.664
2026-03-02 22:33:51,160,2,KAA560,0.747
2026-03-02 22:33:51,160,2,ZR5627,0.676
2026-03-02 22:33:52,161,2,KAA560,0.753
2026-03-02 22:33:52,161,2,ZR5627,0.682
2026-03-02 22:33:53,162,2,KAA560,0.761
2026-03-02 22:33:53,162,2,ZR5627,0.685
2026-03-02 22:33:54,163,2,KAA560,0.748
2026-03-02 22:33:54,163,2,ZR5627,0.673
2026-03-02 22:33:55,164,2,KAA560,0.762
2026-03-02 22:33:55,164,2,ZR5627,0.682
2026-03-02 22:33:57,165,2,KAA560,0.757
2026-03-02 22:33:57,165,2,ZR5627,0.674
2026-03-02 22:33:58,166,2,KAA560,0.762
2026-03-02 22:33:58,166,2,ZR5627,0.652
2026-03-02 22:33:59,167,2,KAA560,0.77
2026-03-02 22:33:59,167,2,ZR5627,0.683
2026-03-02 22:34:00,168,2,KAA560,0.755
2026-03-02 22:34:00,168,2,ZR5627,0.694
2026-03-02 22:34:01,169,2,KAA560,0.761
2026-03-02 22:34:01,169,2,ZR5627,0.684
2026-03-02 22:34:03,170,2,KAA560,0.761
2026-03-02 22:34:03,170,2,ZR5627,0.634
2026-03-02 22:34:04,171,2,KAA560,0.775
2026-03-02 22:34:04,171,2,ZR5627,0.651
2026-03-02 22:34:05,172,2,KAA560,0.757
2026-03-02 22:34:05,172,2,ZR5627,0.713
2026-03-02 22:34:06,173,2,KAA560,0.768
2026-03-02 22:34:06,173,2,ZR5627,0.686
2026-03-02 22:34:07,174,2,KAA560,0.779
2026-03-02 22:34:07,174,2,ZR5627,0.646
2026-03-02 22:34:08,175,2,KAA560,0.774
2026-03-02 22:34:08,175,2,ZR5627,0.687
2026-03-02 22:34:09,176,2,KAA560,0.765
2026-03-02 22:34:09,176,2,ZR5627,0.719
2026-03-02 22:34:11,177,2,KAA560,0.757
2026-03-02 22:34:11,177,2,ZR5627,0.696
2026-03-02 22:34:12,178,2,KAA560,0.759
2026-03-02 22:34:12,178,2,ZR5627,0.699
2026-03-02 22:34:13,179,2,KAA560,0.742
2026-03-02 22:34:13,179,2,ZR5627,0.688
2026-03-02 22:34:14,180,2,KAA560,0.761
2026-03-02 22:34:14,180,2,ZR5627,0.684
2026-03-02 22:34:15,181,2,KAA560,0.752
2026-03-02 22:34:15,181,2,ZR5627,0.686
2026-03-02 22:34:16,182,2,KAA560,0.756
2026-03-02 22:34:16,182,2,ZR5627,0.663
2026-03-02 22:34:17,183,2,KAA560,0.76
2026-03-02 22:34:17,183,2,ZR5627,0.664
2026-03-02 22:34:18,184,2,KAA560,0.757
2026-03-02 22:34:18,184,2,ZR5627,0.708
2026-03-02 22:34:20,185,2,KAA560,0.772
2026-03-02 22:34:20,185,2,ZR5627,0.704
2026-03-02 22:34:21,186,2,KAA560,0.774
2026-03-02 22:34:21,186,2,ZR5627,0.69
2026-03-02 22:34:22,187,2,KAA560,0.767
2026-03-02 22:34:22,187,2,ZR5627,0.684
2026-03-02 22:34:23,188,2,KAA560,0.756
2026-03-02 22:34:23,188,2,ZR5627,0.704
2026-03-02 22:34:25,189,2,KAA560,0.763
2026-03-02 22:34:25,189,2,ZR5627,0.698
2026-03-02 22:34:25,190,2,KAA560,0.776
2026-03-02 22:34:25,190,2,ZR5627,0.672
2026-03-02 22:34:26,191,2,KAA560,0.775
2026-03-02 22:34:26,191,2,ZR5627,0.685
2026-03-02 22:34:27,192,2,KAA560,0.779
2026-03-02 22:34:27,192,2,ZR5627,0.671
2026-03-02 22:34:29,193,2,KAA560,0.768
2026-03-02 22:34:29,193,2,ZR5627,0.615
2026-03-02 22:34:30,194,2,KAA560,0.772
2026-03-02 22:34:30,194,2,ZR5627,0.6
2026-03-02 22:34:31,195,2,KAA560,0.785
2026-03-02 22:34:31,195,2,ZR5627,0.598
2026-03-02 22:34:32,196,2,KAA560,0.785
2026-03-02 22:34:32,196,2,ZR5627,0.6
2026-03-02 22:34:33,197,2,KAA560,0.781
2026-03-02 22:34:33,197,2,ZR5627,0.607
2026-03-02 22:34:34,198,2,KAA560,0.784
2026-03-02 22:34:34,198,2,ZR5627,0.649
2026-03-02 22:34:36,199,2,KAA560,0.803
2026-03-02 22:34:36,199,2,ZR5627,0.613
2026-03-02 22:34:37,200,2,KAA560,0.782
2026-03-02 22:34:37,200,2,ZR5627,0.595
2026-03-02 22:34:38,201,2,KAA560,0.764
2026-03-02 22:34:39,202,2,KAA560,0.752
2026-03-02 22:34:40,203,2,KAA560,0.751
2026-03-02 22:34:41,204,2,KAA560,0.759
2026-03-02 22:34:42,205,2,KAA560,0.756
2026-03-02 22:34:44,206,2,KAA560,0.785
2026-03-02 22:34:45,207,2,KAA560,0.765
2026-03-02 22:34:46,208,2,KAA560,0.764
2026-03-02 22:34:47,209,2,KAA560,0.794
2026-03-02 22:34:48,210,2,KAA560,0.778
2026-03-02 22:34:49,211,2,KAA560,0.762
2026-03-02 22:34:50,212,2,KAA560,0.761
2026-03-02 22:34:51,213,2,KAA560,0.757
2026-03-02 22:34:52,214,2,KAA560,0.782
2026-03-02 22:34:53,215,2,KAA560,0.76
2026-03-02 22:34:55,216,2,KAA560,0.756
2026-03-02 22:34:56,217,2,KAA560,0.791
2026-03-02 22:34:56,218,2,KAA560,0.772
2026-03-02 22:34:57,219,2,KAA560,0.767
2026-03-02 22:34:58,220,2,KAA560,0.777
2026-03-02 22:34:59,221,2,KAA560,0.75
2026-03-02 22:35:00,222,2,KAA560,0.771
2026-03-02 22:35:02,223,2,KAA560,0.765
2026-03-02 22:35:03,224,2,KAA560,0.757
2026-03-02 22:35:04,225,2,KAA560,0.758
2026-03-02 22:35:04,225,2,F828,0.549
2026-03-02 22:35:05,226,2,KAA560,0.759
2026-03-02 22:35:05,226,2,GF828,0.592
2026-03-02 22:35:07,227,2,KAA560,0.759
2026-03-02 22:35:07,227,2,FGF828,0.633
2026-03-02 22:35:08,228,2,KAA560,0.751
2026-03-02 22:35:08,228,2,FGF828,0.69
2026-03-02 22:35:09,229,2,KAA560,0.765
2026-03-02 22:35:09,229,2,FGF828,0.648
2026-03-02 22:35:11,230,2,KAA560,0.769
2026-03-02 22:35:11,230,2,FGF828,0.635
2026-03-02 22:35:12,231,2,KAA560,0.786
2026-03-02 22:35:12,231,2,FGF828,0.594
2026-03-02 22:35:13,232,2,KAA560,0.77
2026-03-02 22:35:13,232,2,FGF828,0.6
2026-03-02 22:35:14,233,2,KAA560,0.76
2026-03-02 22:35:14,233,2,FGF828,0.573
2026-03-02 22:35:16,234,2,KAA560,0.79
2026-03-02 22:35:17,235,2,KAA560,0.765
2026-03-02 22:35:17,235,2,FGF828,0.53
2026-03-02 22:35:18,236,2,KAA560,0.768
2026-03-02 22:35:19,237,2,KAA560,0.808
2026-03-02 22:35:19,237,2,FGF826,0.503
2026-03-02 22:35:20,238,2,KAA560,0.779
2026-03-02 22:35:22,239,2,KAA560,0.796
2026-03-02 22:35:22,239,2,FGF826,0.53
2026-03-02 22:35:23,240,2,KAA560,0.794
2026-03-02 22:35:23,240,2,FGF828,0.501
2026-03-02 22:35:24,241,2,KAA560,0.78
2026-03-02 22:35:25,242,2,KAA560,0.788
2026-03-02 22:35:27,243,2,KAA560,0.767
2026-03-02 22:35:28,244,2,KAA560,0.785
2026-03-02 22:35:29,245,2,KAA560,0.777
2026-03-02 22:35:30,246,2,KAA560,0.768
2026-03-02 22:35:31,247,2,KAA560,0.75
2026-03-02 22:35:32,248,2,KAA560,0.768
2026-03-02 22:35:33,249,2,KAA560,0.782
2026-03-02 22:35:34,250,2,KAA560,0.799
2026-03-02 22:35:34,251,2,KAA560,0.794
2026-03-02 22:35:35,252,2,KAA560,0.774
2026-03-02 22:35:36,253,2,KAA560,0.793
2026-03-02 22:35:37,254,2,KAA560,0.767
2026-03-02 22:35:38,255,2,KAA560,0.772
2026-03-02 22:35:39,256,2,KAA560,0.774
2026-03-02 22:35:40,257,2,KAA560,0.775
2026-03-02 22:35:42,258,2,KAA560,0.76
2026-03-02 22:35:43,259,2,KAA560,0.757
2026-03-02 22:35:43,259,2,KU649,0.678
2026-03-02 22:35:45,260,2,KAA560,0.76
2026-03-02 22:35:45,260,2,LKU649,0.657
2026-03-02 22:35:47,261,2,KAA560,0.773
2026-03-02 22:35:47,261,2,LKU649,0.514
2026-03-02 22:35:48,262,2,KAA560,0.791
2026-03-02 22:35:48,262,2,LKU649,0.688
2026-03-02 22:35:50,263,2,KAA560,0.8
2026-03-02 22:35:50,263,2,LKU649,0.707
2026-03-02 22:35:50,263,2,FGF828,0.513
2026-03-02 22:35:52,264,2,KAA560,0.761
2026-03-02 22:35:52,264,2,FGF828,0.54
2026-03-02 22:35:53,265,2,KAA560,0.774
2026-03-02 22:35:53,265,2,LKU649,0.731
2026-03-02 22:35:54,266,2,KAA560,0.773
2026-03-02 22:35:54,266,2,FGF828,0.56
2026-03-02 22:35:56,267,2,KAA560,0.802
2026-03-02 22:35:56,267,2,LKU649,0.726
2026-03-02 22:35:56,267,2,FGF828,0.624
2026-03-02 22:35:57,268,2,KAA560,0.81
2026-03-02 22:35:57,268,2,LKU649,0.738
2026-03-02 22:35:57,268,2,FGF828,0.519
2026-03-02 22:35:58,269,2,KAA560,0.765
2026-03-02 22:35:58,269,2,LKU649,0.73
2026-03-02 22:36:00,270,2,KAA560,0.787
2026-03-02 22:36:00,270,2,LKU649,0.732
2026-03-02 22:36:00,270,2,FGF828,0.503
2026-03-02 22:36:01,271,2,KAA560,0.778
2026-03-02 22:36:01,271,2,LKU649,0.74
2026-03-02 22:36:03,272,2,KAA560,0.77
2026-03-02 22:36:03,272,2,LKU649,0.728
2026-03-02 22:36:04,273,2,KAA560,0.798
2026-03-02 22:36:04,273,2,LKU649,0.735
2026-03-02 22:36:06,274,2,KAA560,0.768
2026-03-02 22:36:06,274,2,LKU649,0.729
2026-03-02 22:36:06,274,2,FGF828,0.508
2026-03-02 22:36:07,275,2,KAA560,0.781
2026-03-02 22:36:07,275,2,LKU649,0.563
